step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,max_avalanche,avalanche_count,mean_size,power_law_exponent
0,1.0,0.8762500000000002,0.0,0.0012500000000000002,0.0,0.0,1.0,0.0,True,0.8750000000000002,0.0,0,0,0.0,0.0
1,2.0,2.1275000000000004,0.0,0.0025000000000000005,0.0,0.0,1.0,0.0,True,2.1250000000000004,0.0,0,0,0.0,0.0
2,3.0,2.6287500000000006,0.0,0.0037500000000000007,0.0,0.0,1.0,0.0,True,2.6250000000000004,0.0,0,0,0.0,0.0
3,4.0,3.130000000000001,0.0,0.005000000000000001,0.0,0.0,1.0,0.0,True,3.1250000000000004,0.0,0,0,0.0,0.0
4,5.0,3.6312500000000005,0.0,0.006250000000000001,0.0,0.0,1.0,0.0,True,3.625000000000001,0.0,0,0,0.0,0.0
5,6.0,4.507500000000001,0.0,0.0075000000000000015,0.0,0.0,1.0,0.0,True,4.500000000000001,0.0,0,0,0.0,0.0
6,7.0,5.008750000000001,0.0,0.00875,0.0,0.0,1.0,0.0,True,5.000000000000001,0.0,0,0,0.0,0.0
7,8.0,5.510000000000001,0.0,0.010000000000000002,0.0,0.0,1.0,0.0,True,5.500000000000001,0.0,0,0,0.0,0.0
8,9.0,6.011250000000001,0.0,0.011250000000000003,0.0,0.0,1.0,0.0,True,6.000000000000001,0.0,0,0,0.0,0.0
9,10.0,6.887500000000001,0.0,0.012500000000000002,0.0,0.0,1.0,0.0,True,6.875000000000002,0.0,0,0,0.0,0.0
10,11.0,7.763750000000002,0.0,0.013750000000000002,0.0,0.0,1.0,0.0,True,7.750000000000002,0.0,0,0,0.0,0.0
11,12.0,8.265000000000002,0.0,0.015000000000000003,0.0,0.0,1.0,0.0,True,8.250000000000002,0.0,0,0,0.0,0.0
12,13.0,9.141250000000001,0.0,0.016250000000000004,0.0,0.0,1.0,0.0,True,9.125000000000002,0.0,0,0,0.0,0.0
13,14.0,9.642500000000002,0.0,0.0175,0.0,0.0,1.0,0.0,True,9.625000000000002,0.0,0,0,0.0,0.0
14,15.0,10.143750000000002,0.0,0.018750000000000003,0.0,0.0,1.0,0.0,True,10.125000000000002,0.0,0,0,0.0,0.0
15,16.0,10.645000000000001,0.0,0.020000000000000004,0.0,0.0,1.0,0.0,True,10.625000000000002,0.0,0,0,0.0,0.0
16,17.0,11.521250000000002,0.0,0.021250000000000005,0.0,0.0,1.0,0.0,True,11.500000000000002,0.0,0,0,0.0,0.0
17,18.0,12.022500000000003,0.0,0.022500000000000006,0.0,0.0,1.0,0.0,True,12.000000000000002,0.0,0,0,0.0,0.0
18,19.0,12.523750000000003,0.0,0.023750000000000004,0.0,0.0,1.0,0.0,True,12.500000000000002,0.0,0,0,0.0,0.0
19,20.0,13.025000000000002,0.0,0.025000000000000005,0.0,0.0,1.0,0.0,True,13.000000000000002,0.0,0,0,0.0,0.0
20,21.0,13.526250000000003,0.0,0.026250000000000006,0.0,0.0,1.0,0.0,True,13.500000000000002,0.0,0,0,0.0,0.0
21,22.0,14.402500000000003,0.0,0.027500000000000004,0.0,0.0,1.0,0.0,True,14.375000000000004,0.0,0,0,0.0,0.0
22,23.0,14.903750000000002,0.0,0.028750000000000005,0.0,0.0,1.0,0.0,True,14.875000000000004,0.0,0,0,0.0,0.0
23,24.0,15.780000000000003,0.0,0.030000000000000006,0.0,0.0,1.0,0.0,True,15.750000000000004,0.0,0,0,0.0,0.0
24,25.0,16.281250000000004,0.0,0.03125000000000001,0.0,0.0,1.0,0.0,True,16.250000000000004,0.0,0,0,0.0,0.0
25,26.0,16.782500000000002,0.0,0.03250000000000001,0.0,0.0,1.0,0.0,True,16.750000000000004,0.0,0,0,0.0,0.0
26,27.0,17.033750000000005,0.0,0.03375000000000001,0.0,0.0,1.0,0.0,True,17.000000000000004,0.0,0,0,0.0,0.0
27,28.0,18.537500000000005,0.0,0.037500000000000006,0.0,0.0,2.0,0.0,True,18.500000000000004,0.0,0,0,0.0,0.0
28,29.0,18.788750000000004,0.0,0.03875000000000001,0.0,0.0,2.0,0.0,True,18.750000000000004,0.0,0,0,0.0,0.0
29,30.0,19.290000000000003,0.0,0.04000000000000001,0.0,0.0,2.0,0.0,True,19.250000000000004,0.0,0,0,0.0,0.0
30,31.0,19.791250000000005,0.0,0.04125000000000001,0.0,0.0,2.0,0.0,True,19.750000000000004,0.0,0,0,0.0,0.0
31,32.0,20.292500000000004,0.0,0.04250000000000001,0.0,0.0,2.0,0.0,True,20.250000000000004,0.0,0,0,0.0,0.0
32,33.0,21.543750000000003,0.0,0.04375000000000001,0.0,0.0,2.0,0.0,True,21.500000000000004,0.0,0,0,0.0,0.0
33,34.0,22.420000000000005,0.0,0.04500000000000001,0.0,0.0,2.0,0.0,True,22.375000000000004,0.0,0,0,0.0,0.0
34,35.0,22.921250000000004,0.0,0.046250000000000006,0.0,0.0,2.0,0.0,True,22.875000000000004,0.0,0,0,0.0,0.0
35,36.0,23.422500000000003,0.0,0.04750000000000001,0.0,0.0,2.0,0.0,True,23.375000000000004,0.0,0,0,0.0,0.0
36,37.0,24.926250000000003,0.0,0.05125000000000001,0.0,0.0,2.0,0.0,True,24.875000000000004,0.0,0,0,0.0,0.0
37,38.0,25.177500000000006,0.0,0.05250000000000001,0.0,0.0,2.0,0.0,True,25.125000000000004,0.0,0,0,0.0,0.0
38,39.0,25.678750000000004,0.0,0.05375000000000001,0.0,0.0,2.0,0.0,True,25.625000000000004,0.0,0,0,0.0,0.0
39,40.0,26.555000000000007,0.0,0.05500000000000001,0.0,0.0,2.0,0.0,True,26.500000000000004,0.0,0,0,0.0,0.0
40,41.0,27.056250000000006,0.0,0.05625000000000001,0.0,0.0,2.0,0.0,True,27.000000000000004,0.0,0,0,0.0,0.0
41,42.0,27.557500000000005,0.0,0.05750000000000001,0.0,0.0,2.0,0.0,True,27.500000000000007,0.0,0,0,0.0,0.0
42,43.0,27.558750000000007,0.0,0.05875000000000001,0.0,0.0,2.0,0.0,True,27.500000000000007,0.0,0,0,0.0,0.0
43,44.0,29.062500000000007,0.0,0.06250000000000001,0.0,0.0,2.0,0.0,True,29.000000000000007,0.0,0,0,0.0,0.0
44,45.0,29.313750000000006,0.0,0.06375000000000001,0.0,0.0,2.0,0.0,True,29.250000000000007,0.0,0,0,0.0,0.0
45,46.0,29.815000000000005,0.0,0.06500000000000002,0.0,0.0,2.0,0.0,True,29.750000000000007,0.0,0,0,0.0,0.0
46,47.0,30.066250000000007,0.0,0.06625000000000002,0.0,0.0,2.0,0.0,True,30.000000000000007,0.0,0,0,0.0,0.0
47,48.0,30.942500000000006,0.0,0.06750000000000002,0.0,0.0,2.0,0.0,True,30.875000000000007,0.0,0,0,0.0,0.0
