step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,gradient_energy,entropy_interaction,max_avalanche,avalanche_count,mean_size,power_law_exponent
0,1.0,0.5012500000000001,0.0,0.0012500000000000002,0.0,0.0,1.0,0.0,True,0.5000000000000001,0.0,0,0,0.0,0.0
1,2.0,1.0025000000000002,0.0,0.0025000000000000005,0.0,0.0,1.0,0.0,True,1.0000000000000002,0.0,0,0,0.0,0.0
2,3.0,1.5037500000000004,0.0,0.0037500000000000007,0.0,0.0,1.0,0.0,True,1.5000000000000002,0.0,0,0,0.0,0.0
3,4.0,2.0050000000000003,0.0,0.005000000000000001,0.0,0.0,1.0,0.0,True,2.0000000000000004,0.0,0,0,0.0,0.0
4,5.0,2.5062500000000005,0.0,0.006250000000000001,0.0,0.0,1.0,0.0,True,2.5000000000000004,0.0,0,0,0.0,0.0
5,6.0,3.3825000000000007,0.0,0.0075000000000000015,0.0,0.0,1.0,0.0,True,3.3750000000000004,0.0,0,0,0.0,0.0
6,7.0,4.258750000000001,0.0,0.00875,0.0,0.0,1.0,0.0,True,4.250000000000001,0.0,0,0,0.0,0.0
7,8.0,4.510000000000001,0.0,0.010000000000000002,0.0,0.0,1.0,0.0,True,4.500000000000001,0.0,0,0,0.0,0.0
8,9.0,5.011250000000001,0.0,0.011250000000000003,0.0,0.0,1.0,0.0,True,5.000000000000001,0.0,0,0,0.0,0.0
9,10.0,7.6400000000000015,0.0,0.015000000000000003,0.0,0.0,2.0,0.0,True,7.625000000000002,0.0,0,0,0.0,0.0
10,11.0,8.141250000000001,0.0,0.016250000000000004,0.0,0.0,2.0,0.0,True,8.125000000000002,0.0,0,0,0.0,0.0
11,12.0,8.642500000000002,0.0,0.0175,0.0,0.0,2.0,0.0,True,8.625000000000002,0.0,0,0,0.0,0.0
12,13.0,9.518750000000002,0.0,0.018750000000000003,0.0,0.0,2.0,0.0,True,9.500000000000002,0.0,0,0,0.0,0.0
13,14.0,10.020000000000001,0.0,0.020000000000000004,0.0,0.0,2.0,0.0,True,10.000000000000002,0.0,0,0,0.0,0.0
14,15.0,11.523750000000001,0.0,0.023750000000000004,0.0,0.0,2.0,0.0,True,11.500000000000002,0.0,0,0,0.0,0.0
15,16.0,12.025000000000002,0.0,0.025000000000000005,0.0,0.0,2.0,0.0,True,12.000000000000002,0.0,0,0,0.0,0.0
16,17.0,12.526250000000003,0.0,0.026250000000000006,0.0,0.0,2.0,0.0,True,12.500000000000002,0.0,0,0,0.0,0.0
17,18.0,13.027500000000003,0.0,0.027500000000000004,0.0,0.0,2.0,0.0,True,13.000000000000002,0.0,0,0,0.0,0.0
18,19.0,13.903750000000002,0.0,0.028750000000000005,0.0,0.0,2.0,0.0,True,13.875000000000004,0.0,0,0,0.0,0.0
19,20.0,14.405000000000003,0.0,0.030000000000000006,0.0,0.0,2.0,0.0,True,14.375000000000004,0.0,0,0,0.0,0.0
20,21.0,14.906250000000004,0.0,0.03125000000000001,0.0,0.0,2.0,0.0,True,14.875000000000004,0.0,0,0,0.0,0.0
21,22.0,15.407500000000002,0.0,0.03250000000000001,0.0,0.0,2.0,0.0,True,15.375000000000004,0.0,0,0,0.0,0.0
22,23.0,15.908750000000003,0.0,0.03375000000000001,0.0,0.0,2.0,0.0,True,15.875000000000004,0.0,0,0,0.0,0.0
23,24.0,16.410000000000004,0.0,0.035,0.0,0.0,2.0,0.0,True,16.375000000000004,0.0,0,0,0.0,0.0
24,25.0,16.911250000000003,0.0,0.036250000000000004,0.0,0.0,2.0,0.0,True,16.875000000000004,0.0,0,0,0.0,0.0
25,26.0,17.412500000000005,0.0,0.037500000000000006,0.0,0.0,2.0,0.0,True,17.375000000000004,0.0,0,0,0.0,0.0
26,27.0,17.913750000000004,0.0,0.03875000000000001,0.0,0.0,2.0,0.0,True,17.875000000000004,0.0,0,0,0.0,0.0
27,28.0,18.415000000000003,0.0,0.04000000000000001,0.0,0.0,2.0,0.0,True,18.375000000000004,0.0,0,0,0.0,0.0
28,29.0,18.916250000000005,0.0,0.04125000000000001,0.0,0.0,2.0,0.0,True,18.875000000000004,0.0,0,0,0.0,0.0
29,30.0,19.792500000000004,0.0,0.04250000000000001,0.0,0.0,2.0,0.0,True,19.750000000000004,0.0,0,0,0.0,0.0
30,31.0,20.293750000000003,0.0,0.04375000000000001,0.0,0.0,2.0,0.0,True,20.250000000000004,0.0,0,0,0.0,0.0
31,32.0,20.795000000000005,0.0,0.04500000000000001,0.0,0.0,2.0,0.0,True,20.750000000000004,0.0,0,0,0.0,0.0
32,33.0,21.046250000000004,0.0,0.046250000000000006,0.0,0.0,2.0,0.0,True,21.000000000000004,0.0,0,0,0.0,0.0
33,34.0,21.547500000000003,0.0,0.04750000000000001,0.0,0.0,2.0,0.0,True,21.500000000000004,0.0,0,0,0.0,0.0
34,35.0,21.423750000000005,0.0,0.04875000000000001,0.0,0.0,2.0,0.0,True,21.375000000000004,0.0,0,0,0.0,0.0
35,36.0,23.930000000000003,0.0,0.05500000000000001,0.0,0.0,3.0,0.0,True,23.875000000000004,0.0,0,0,0.0,0.0
36,37.0,28.311250000000005,0.0,0.06125000000000001,0.0,0.0,3.0,0.0,True,28.250000000000007,0.0,0,0,0.0,0.0
37,38.0,29.815000000000005,0.0,0.06500000000000002,0.0,0.0,3.0,0.0,True,29.750000000000007,0.0,0,0,0.0,0.0
38,39.0,31.066250000000007,0.0,0.06625000000000002,0.0,0.0,3.0,0.0,True,31.000000000000007,0.0,0,0,0.0,0.0
39,40.0,31.567500000000006,0.0,0.06750000000000002,0.0,0.0,3.0,0.0,True,31.500000000000007,0.0,0,0,0.0,0.0
40,41.0,32.06875000000001,0.0,0.06875000000000002,0.0,0.0,3.0,0.0,True,32.00000000000001,0.0,0,0,0.0,0.0
41,42.0,32.94500000000001,0.0,0.07,0.0,0.0,3.0,0.0,True,32.87500000000001,0.0,0,0,0.0,0.0
42,43.0,35.573750000000004,0.0,0.07375000000000001,0.0,0.0,3.0,0.0,True,35.50000000000001,0.0,0,0,0.0,0.0
43,44.0,38.20250000000001,0.0,0.07750000000000001,0.0,0.0,3.0,0.0,True,38.12500000000001,0.0,0,0,0.0,0.0
44,45.0,38.70375000000001,0.0,0.07875000000000001,0.0,0.0,3.0,0.0,True,38.62500000000001,0.0,0,0,0.0,0.0
